Industry,Category,Description,Specification,Price,State,Location,Website,Telephone,Contact Person,Email
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",2295,DC,(BETHESDA),www.ldc-design-example.com,(616) 225-3136,Byron,Byron@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",2295,DC,(BETHESDA),www.ldc-design-example.com,(616) 225-3137,Cason,Cason@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1532,DC,,www.ldc-design-example.com,(616) 225-3138,Brett,Brett@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",950,DC,(LAUREL),www.ldc-design-example.com,(616) 225-3139,Ari,Ari@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",400,DC,,www.ldc-design-example.com,(616) 225-3140,Deandre,Deandre@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1299,DC,,www.ldc-design-example.com,(616) 225-3141,Finley,Finley@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1349,DC,,www.ldc-design-example.com,(616) 225-3142,Justice,Justice@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1514,DC,,www.ldc-design-example.com,(616) 225-3143,Douglas,Douglas@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1300,DC,(Potomac mills),www.ldc-design-example.com,(616) 225-3144,Cyrus,Cyrus@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1564,DC,,www.ldc-design-example.com,(616) 225-3145,Gianni,Gianni@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",2500,DC,(Old Town),www.ldc-design-example.com,(616) 225-3146,Talon,Talon@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1325,DC,(River Place West),www.ldc-design-example.com,(616) 225-3147,Camron,Camron@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1375,DC,(Washington),www.ldc-design-example.com,(616) 225-3148,Cannon,Cannon@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1469,DC,(Woodbridge),www.ldc-design-example.com,(616) 225-3149,Nash,Nash@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1350,DC,,www.ldc-design-example.com,(616) 225-3150,Dorian,Dorian@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1100,DC,,www.ldc-design-example.com,(616) 225-3151,Kendrick,Kendrick@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1350,DC,,www.ldc-design-example.com,(616) 225-3152,Moses,Moses@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1950,DC,(Top of Tenley Metro),www.ldc-design-example.com,(616) 225-3153,Arjun,Arjun@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1000,DC,(Rockville),www.ldc-design-example.com,(616) 225-3154,Sullivan,Sullivan@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",600,DC,(Lanham),www.ldc-design-example.com,(616) 225-3155,Kasen,Kasen@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1370,DC,"(Alexandria, VA)",www.ldc-design-example.com,(616) 225-3156,Dominik,Dominik@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",330,DC,(DC NW),www.ldc-design-example.com,(616) 225-3157,Ahmed,Ahmed@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",3000,DC,(45th st. NW),www.ldc-design-example.com,(616) 225-3158,Korbin,Korbin@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1330,DC,"(Silver Spring, MD)",www.ldc-design-example.com,(616) 225-3159,Roger,Roger@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",700,DC,(Triangle quantico),www.ldc-design-example.com,(616) 225-3160,Royce,Royce@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1350,DC,,www.ldc-design-example.com,(616) 225-3161,Quinton,Quinton@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1345,DC,"(Arlington, VA)",www.ldc-design-example.com,(616) 225-3162,Salvador,Salvador@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1550,DC,(Rosslyn),www.ldc-design-example.com,(616) 225-3163,Isaias,Isaias@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1800,DC,(Capitol Hill),www.ldc-design-example.com,(616) 225-3164,Skylar,Skylar@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",800,DC,,www.ldc-design-example.com,(616) 225-3165,Raiden,Raiden@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1199,DC,(washington),www.ldc-design-example.com,(616) 225-3166,Terry,Terry@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1400,DC,(Silver Spring),www.ldc-design-example.com,(616) 225-3167,Brodie,Brodie@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",900,DC,"(Triangle, VA)",www.ldc-design-example.com,(616) 225-3168,Tobias,Tobias@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",26000,DC,(alexandria),www.ldc-design-example.com,(616) 225-3169,Morgan,Morgan@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1600,DC,(FALLS CHURCH - BAILEY'S CROSSROADS),www.ldc-design-example.com,(616) 225-3170,Frederick,Frederick@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1282,DC,,www.ldc-design-example.com,(616) 225-3171,Madden,Madden@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",2850,DC,(DC NW),www.ldc-design-example.com,(616) 225-3172,Conor,Conor@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",2850,DC,(DC NW),www.ldc-design-example.com,(616) 225-3173,Reese,Reese@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1450,DC,"(Reston, VA)",www.ldc-design-example.com,(616) 225-3174,Braiden,Braiden@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",2000,DC,(Takoma Park (8002 Flower Avenue)),www.ldc-design-example.com,(616) 225-3175,Kelvin,Kelvin@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",,DC,(Northern Virginia),www.ldc-design-example.com,(616) 225-3176,Julien,Julien@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1250,DC,,www.ldc-design-example.com,(616) 225-3177,Kristian,Kristian@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1150,DC,(UPPER NORTHWEST DC - CLEVELAND PARK),www.ldc-design-example.com,(616) 225-3178,Rodney,Rodney@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",2295,DC,(BETHESDA),www.ldc-design-example.com,(616) 225-3179,Wade,Wade@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",2295,DC,(BETHESDA),www.ldc-design-example.com,(616) 225-3180,Davion,Davion@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",2295,DC,(BETHESDA),www.ldc-design-example.com,(616) 225-3181,Nickolas,Nickolas@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",2295,DC,(BETHESDA),www.ldc-design-example.com,(616) 225-3182,Xzavier,Xzavier@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",2295,DC,(BETHESDA),www.ldc-design-example.com,(616) 225-3183,Alvin,Alvin@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",2200,DC,(Rockville),www.ldc-design-example.com,(616) 225-3184,Asa,Asa@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",2250,DC,(Washington),www.ldc-design-example.com,(616) 225-3185,Alonzo,Alonzo@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",2000,DC,(Logan Circle),www.ldc-design-example.com,(616) 225-3186,Ezequiel,Ezequiel@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1545,DC,"(Bethesda, Md)",www.ldc-design-example.com,(616) 225-3187,Boston,Boston@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",,DC,"(Near Courthouse, Clarendon, Rosslyn metro)",www.ldc-design-example.com,(616) 225-3188,Nasir,Nasir@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1950,DC,(Gaithersburg),www.ldc-design-example.com,(616) 225-3189,Nelson,Nelson@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1600,DC,(SOUTHWEST WATERFRONT),www.ldc-design-example.com,(616) 225-3190,Jase,Jase@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1268,DC,,www.ldc-design-example.com,(616) 225-3191,London,London@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1300,DC,(Gainesville),www.ldc-design-example.com,(616) 225-3192,Mohammed,Mohammed@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1188,DC,(NW),www.ldc-design-example.com,(616) 225-3193,Rhett,Rhett@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1250,DC,(Washington),www.ldc-design-example.com,(616) 225-3194,Jermaine,Jermaine@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1268,DC,,www.ldc-design-example.com,(616) 225-3195,Roy,Roy@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1268,DC,,www.ldc-design-example.com,(616) 225-3196,Matias,Matias@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1550,DC,"(Bethesda, Md)",www.ldc-design-example.com,(616) 225-3197,Ace,Ace@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",2295,DC,(BETHESDA),www.ldc-design-example.com,(616) 225-3198,Chad,Chad@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1820,DC,"(Alexandria, VA)",www.ldc-design-example.com,(616) 225-3199,Moshe,Moshe@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",2295,DC,(BETHESDA),www.ldc-design-example.com,(616) 225-3200,Aarav,Aarav@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",2295,DC,(BETHESDA),www.ldc-design-example.com,(616) 225-3201,Keagan,Keagan@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",2200,DC,"(Washington, DC-NW)",www.ldc-design-example.com,(616) 225-3202,Aldo,Aldo@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",2000,DC,(11019 Lake Arbor Way Bowie MD),www.ldc-design-example.com,(616) 225-3203,Blaine,Blaine@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",850,DC,"(Triangle, VA)",www.ldc-design-example.com,(616) 225-3204,Marc,Marc@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1514,DC,,www.ldc-design-example.com,(616) 225-3205,Rohan,Rohan@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",850,DC,"(Triangle, VA)",www.ldc-design-example.com,(616) 225-3206,Bently,Bently@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1900,DC,(College park md),www.ldc-design-example.com,(616) 225-3207,Trace,Trace@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1320,DC,"(Silver Spring, MD)",www.ldc-design-example.com,(616) 225-3208,Kamari,Kamari@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",850,DC,(Burke),www.ldc-design-example.com,(616) 225-3209,Layne,Layne@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1000,DC,(Woodbridge),www.ldc-design-example.com,(616) 225-3210,Carmelo,Carmelo@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1890,DC,(Rockville Pike),www.ldc-design-example.com,(616) 225-3211,Demetrius,Demetrius@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1050,DC,"(Takoma Park, MD)",www.ldc-design-example.com,(616) 225-3212,Lawson,Lawson@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1400,DC,(Old Keen Mill Rd / Shiplett Blvd),www.ldc-design-example.com,(616) 225-3213,Nathanael,Nathanael@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",700,DC,(Rockville),www.ldc-design-example.com,(616) 225-3214,Uriah,Uriah@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1350,DC,(Adams Morgan/Kalorama),www.ldc-design-example.com,(616) 225-3215,Terrance,Terrance@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1700,DC,(Laurel (opposite Savage Mill)),www.ldc-design-example.com,(616) 225-3216,Ahmad,Ahmad@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",2000,DC,(Georgetown),www.ldc-design-example.com,(616) 225-3217,Jamarion,Jamarion@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1564,DC,,www.ldc-design-example.com,(616) 225-3218,Shaun,Shaun@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",2400,DC,,www.ldc-design-example.com,(616) 225-3219,Kale,Kale@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",2900,DC,"(NW, Washington, D.c.)",www.ldc-design-example.com,(616) 225-3220,Noe,Noe@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",2275,DC,"(Alexandria,Virginia)",www.ldc-design-example.com,(616) 225-3221,Carl,Carl@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",2100,DC,(Arlington),www.ldc-design-example.com,(616) 225-3222,Jaydon,Jaydon@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",2100,DC,"(Arlington, Lee Hwy)",www.ldc-design-example.com,(616) 225-3223,Callen,Callen@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",2200,DC,(Capitol Hill),www.ldc-design-example.com,(616) 225-3224,Micheal,Micheal@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1900,DC,(Capitol Hill),www.ldc-design-example.com,(616) 225-3225,Jaxen,Jaxen@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",,DC,(Tysons Corner/McLean),www.ldc-design-example.com,(616) 225-3226,Lucian,Lucian@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",900,DC,"(Silver Spring, MD)",www.ldc-design-example.com,(616) 225-3227,Jaxton,Jaxton@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",900,DC,"(Silver Spring, MD)",www.ldc-design-example.com,(616) 225-3228,Rory,Rory@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1268,DC,,www.ldc-design-example.com,(616) 225-3229,Quincy,Quincy@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1532,DC,,www.ldc-design-example.com,(616) 225-3230,Guillermo,Guillermo@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1532,DC,,www.ldc-design-example.com,(616) 225-3231,Javon,Javon@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1532,DC,,www.ldc-design-example.com,(616) 225-3232,Kian,Kian@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",2850,DC,(DC NW),www.ldc-design-example.com,(616) 225-3233,Wilson,Wilson@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",2850,DC,(DC NW),www.ldc-design-example.com,(616) 225-3234,Jeffery,Jeffery@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1350,DC,,www.ldc-design-example.com,(616) 225-3235,Joey,Joey@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1200,DC,,www.ldc-design-example.com,(616) 225-3236,Kendall,Kendall@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1400,DC,(ROCKVILLE),www.ldc-design-example.com,(616) 225-3237,Harper,Harper@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",,DC,(Silver Spring),www.ldc-design-example.com,(616) 225-3238,Jensen,Jensen@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1268,DC,,www.ldc-design-example.com,(616) 225-3239,Mohammad,Mohammad@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",2295,DC,(BETHESDA),www.ldc-design-example.com,(616) 225-3240,Dayton,Dayton@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",2295,DC,(BETHESDA),www.ldc-design-example.com,(616) 225-3241,Billy,Billy@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",2295,DC,(BETHESDA),www.ldc-design-example.com,(616) 225-3242,Jonathon,Jonathon@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",2295,DC,(BETHESDA),www.ldc-design-example.com,(616) 225-3243,Jadiel,Jadiel@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1532,DC,,www.ldc-design-example.com,(616) 225-3244,Willie,Willie@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",950,DC,(LAUREL),www.ldc-design-example.com,(616) 225-3245,Jadon,Jadon@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",400,DC,,www.ldc-design-example.com,(616) 225-3246,Clark,Clark@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1299,DC,,www.ldc-design-example.com,(616) 225-3247,Rex,Rex@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1349,DC,,www.ldc-design-example.com,(616) 225-3248,Francis,Francis@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1514,DC,,www.ldc-design-example.com,(616) 225-3249,Kash,Kash@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1300,DC,(Potomac mills),www.ldc-design-example.com,(616) 225-3250,Malakai,Malakai@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1564,DC,,www.ldc-design-example.com,(616) 225-3251,Terrell,Terrell@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",2500,DC,(Old Town),www.ldc-design-example.com,(616) 225-3252,Melvin,Melvin@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1325,DC,(River Place West),www.ldc-design-example.com,(616) 225-3253,Cristopher,Cristopher@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1375,DC,(Washington),www.ldc-design-example.com,(616) 225-3254,Layton,Layton@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1469,DC,(Woodbridge),www.ldc-design-example.com,(616) 225-3255,Ariel,Ariel@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1350,DC,,www.ldc-design-example.com,(616) 225-3256,Sylas,Sylas@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1100,DC,,www.ldc-design-example.com,(616) 225-3257,Gerald,Gerald@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1350,DC,,www.ldc-design-example.com,(616) 225-3258,Kody,Kody@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1950,DC,(Top of Tenley Metro),www.ldc-design-example.com,(616) 225-3259,Messiah,Messiah@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1000,DC,(Rockville),www.ldc-design-example.com,(616) 225-3260,Semaj,Semaj@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",600,DC,(Lanham),www.ldc-design-example.com,(616) 225-3261,Triston,Triston@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1370,DC,"(Alexandria, VA)",www.ldc-design-example.com,(616) 225-3262,Bentlee,Bentlee@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",330,DC,(DC NW),www.ldc-design-example.com,(616) 225-3263,Lewis,Lewis@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",3000,DC,(45th st. NW),www.ldc-design-example.com,(616) 225-3264,Marlon,Marlon@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1330,DC,"(Silver Spring, MD)",www.ldc-design-example.com,(616) 225-3265,Tomas,Tomas@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",700,DC,(Triangle quantico),www.ldc-design-example.com,(616) 225-3266,Aidyn,Aidyn@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1350,DC,,www.ldc-design-example.com,(616) 225-3267,Tommy,Tommy@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1345,DC,"(Arlington, VA)",www.ldc-design-example.com,(616) 225-3268,Alessandro,Alessandro@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1550,DC,(Rosslyn),www.ldc-design-example.com,(616) 225-3269,Isiah,Isiah@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1800,DC,(Capitol Hill),www.ldc-design-example.com,(616) 225-3270,Jagger,Jagger@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",800,DC,,www.ldc-design-example.com,(616) 225-3271,Nikolai,Nikolai@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1199,DC,(washington),www.ldc-design-example.com,(616) 225-3272,Omari,Omari@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1400,DC,(Silver Spring),www.ldc-design-example.com,(616) 225-3273,Sincere,Sincere@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",900,DC,"(Triangle, VA)",www.ldc-design-example.com,(616) 225-3274,Cory,Cory@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",26000,DC,(alexandria),www.ldc-design-example.com,(616) 225-3275,Rene,Rene@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1600,DC,(FALLS CHURCH - BAILEY'S CROSSROADS),www.ldc-design-example.com,(616) 225-3276,Terrence,Terrence@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1282,DC,,www.ldc-design-example.com,(616) 225-3277,Harley,Harley@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",2850,DC,(DC NW),www.ldc-design-example.com,(616) 225-3278,Kylan,Kylan@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",2850,DC,(DC NW),www.ldc-design-example.com,(616) 225-3279,Luciano,Luciano@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1450,DC,"(Reston, VA)",www.ldc-design-example.com,(616) 225-3280,Aron,Aron@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",2000,DC,(Takoma Park (8002 Flower Avenue)),www.ldc-design-example.com,(616) 225-3281,Felipe,Felipe@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",,DC,(Northern Virginia),www.ldc-design-example.com,(616) 225-3282,Reginald,Reginald@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1250,DC,,www.ldc-design-example.com,(616) 225-3283,Tristian,Tristian@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1150,DC,(UPPER NORTHWEST DC - CLEVELAND PARK),www.ldc-design-example.com,(616) 225-3284,Urijah,Urijah@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",2295,DC,(BETHESDA),www.ldc-design-example.com,(616) 225-3285,Beckham,Beckham@gmail.com
